Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
80,10:14:03.867,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
81,10:14:04.458,target,BB Gun,0.300000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
82,10:14:04.886,target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
83,10:14:05.353,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
84,10:14:05.976,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
85,10:14:06.849,target,BB Gun,0.420000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
86,10:14:07.269,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
87,10:14:07.748,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
88,10:14:08.285,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
89,10:14:08.877,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
90,10:14:09.285,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
91,10:14:10.119,target,BB Gun,0.286000s,2,1,0.500000,1.000000,2.000000,0.500000,0,0
92,10:14:10.630,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
93,10:14:11.116,target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
94,10:14:11.631,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
95,10:14:12.196,target,BB Gun,0.001000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
96,10:14:12.770,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
97,10:14:13.333,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
98,10:14:13.712,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0
99,10:14:14.162,target,BB Gun,0.000000s,1,1,1.000000,1.000000,1.000000,1.000000,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
BB Gun,113,99,99.0,113.0,

Kills:,99
Deaths:,0
Fight Time:,6.585
Time Remaining:,0.0
Avg TTK:,0.605349
Damage Done:,99.0
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,99
Miss Count:,14
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Reloads:,0
Distance Traveled:,0.0
MBS Points:,0.0
Score:,99.0
Scenario:,1w6ts reload v2
Hash:,6f620fc128061f4097d3498c03c42457
Game Version:,3.9.0.2026-04-27-18-43-07-15870d84c21e
Challenge Start:,10:13:14.228
Pause Count:,0
Pause Duration:,0
Avg Target Scale:,1.0
Avg Time Dilation:,1.0

Input Lag:,0
Max FPS (config):,999.0
Sens Scale:,CSGO
Sens Increment:,0.471429
Horiz Sens:,1.5
Vert Sens:,1.5
DPI:,800
FOV:,90.0
FOVScale:,Counter-Strike
Hide Gun:,false
Crosshair:,ch.png
Crosshair Scale:,1.0
Crosshair Color:,000100FF
Resolution:,1920x1080
Avg FPS:,290.541077
Resolution Scale:,100.0
