Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated,OverShots
87,14:53:03.904,Dot Bot,Track Master 100,0.569000s,35,20,0.571429,1.000000,1.749999,0.571429,0,0
88,14:53:04.399,Dot Bot,Track Master 100,0.484000s,31,20,0.645161,1.000000,1.550000,0.645161,0,0
89,14:53:05.180,Dot Bot,Track Master 100,0.765000s,52,20,0.384615,1.000000,2.599999,0.384616,0,0
90,14:53:05.619,Dot Bot,Track Master 100,0.426000s,26,20,0.769231,1.000000,1.300000,0.769231,0,0
91,14:53:06.270,Dot Bot,Track Master 100,0.635000s,42,20,0.476190,1.000000,2.099999,0.476191,0,0
92,14:53:06.682,Dot Bot,Track Master 100,0.398000s,24,20,0.833333,1.000000,1.200000,0.833333,0,0
93,14:53:07.236,Dot Bot,Track Master 100,0.540000s,35,20,0.571429,1.000000,1.749999,0.571429,0,0
94,14:53:07.891,Dot Bot,Track Master 100,0.642000s,43,20,0.465116,1.000000,2.149999,0.465116,0,0
95,14:53:08.361,Dot Bot,Track Master 100,0.455000s,28,20,0.714286,1.000000,1.400000,0.714286,0,0
96,14:53:09.002,Dot Bot,Track Master 100,0.626000s,43,20,0.465116,1.000000,2.149999,0.465116,0,0
97,14:53:09.611,Dot Bot,Track Master 100,0.594000s,41,20,0.487805,1.000000,2.049999,0.487805,0,0
98,14:53:10.029,Dot Bot,Track Master 100,0.403000s,25,20,0.800000,1.000000,1.250000,0.800000,0,0
99,14:53:10.528,Dot Bot,Track Master 100,0.479000s,29,20,0.689655,1.000000,1.450000,0.689655,0,0
100,14:53:10.951,Dot Bot,Track Master 100,0.408000s,25,20,0.800000,1.000000,1.250000,0.800000,0,0
101,14:53:11.530,Dot Bot,Track Master 100,0.563000s,35,20,0.571429,1.000000,1.749999,0.571429,0,0
102,14:53:11.926,Dot Bot,Track Master 100,0.384000s,24,20,0.833333,1.000000,1.200000,0.833333,0,0
103,14:53:12.398,Dot Bot,Track Master 100,0.461000s,27,20,0.740741,1.000000,1.350000,0.740741,0,0
104,14:53:12.939,Dot Bot,Track Master 100,0.530000s,34,20,0.588235,1.000000,1.699999,0.588235,0,0
105,14:53:13.471,Dot Bot,Track Master 100,0.521000s,32,20,0.625000,1.000000,1.600000,0.625000,0,0
106,14:53:13.958,Dot Bot,Track Master 100,0.471000s,27,20,0.740741,1.000000,1.350000,0.740741,0,0
107,14:53:14.521,Dot Bot,Track Master 100,0.548000s,32,20,0.625000,1.000000,1.600000,0.625000,0,0
108,14:53:14.942,Dot Bot,Track Master 100,0.409000s,26,20,0.769231,1.000000,1.300000,0.769231,0,0
109,14:53:15.373,Dot Bot,Track Master 100,0.420000s,25,20,0.800000,1.000000,1.250000,0.800000,0,0
110,14:53:15.935,Dot Bot,Track Master 100,0.549000s,35,20,0.571429,1.000000,1.749999,0.571429,0,0
111,14:53:16.397,Dot Bot,Track Master 100,0.448000s,26,20,0.769231,1.000000,1.300000,0.769231,0,0

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale,Avg Target Scale,Avg Time Dilation
Track Master 100,3575,2225,111.25219,178.756302,

Kills:,111
Deaths:,0
Fight Time:,57.466
Time Remaining:,0.0
Avg TTK:,0.540338
Damage Done:,111.25219
Total Overshots:,0
Damage Taken:,0.0
Hit Count:,2225
Miss Count:,1350
Midairs:,0
Midaired:,0
